outcome	domain	outcome_id	outcome_name
Emotional_neglect	childhood_maltreatment	Emotional_neglect	Emotional neglect
Physical_abuse	childhood_maltreatment	Physical_abuse	Physical abuse
Sexual_abuse	childhood_maltreatment	Sexual_abuse	Sexual abuse
